ProjectID,ProjectDuration,TotalSpent,TotalBudget,CPI,StartingDate,FinishDate,ProjectYear,WorkTypeId,ProjectCategoryId,ProjectTypeId,City,ProjectAreaCode,ProjectDirectors,ClientName,AreaName,CountryName,MainDesignOffice,Budgetspentpercentage
10792,80,17369.75,NULL,0,NULL,NULL,NULL,1,3,1,"Riyadh, Jeddah, Hasa, and Madinah",41,Burhan Sleiman,SAUDI NATIONAL GUARD,Saudi Arabia,Saudi Arabia,39,0
10792,90,17484.25,NULL,0,NULL,NULL,NULL,1,3,1,"Riyadh, Jeddah, Hasa, and Madinah",41,Burhan Sleiman,SAUDI NATIONAL GUARD,Saudi Arabia,Saudi Arabia,39,0
10792,100,17716.5,NULL,0,NULL,NULL,NULL,1,3,1,"Riyadh, Jeddah, Hasa, and Madinah",41,Burhan Sleiman,SAUDI NATIONAL GUARD,Saudi Arabia,Saudi Arabia,39,0
10811,90,NULL,NULL,0,NULL,NULL,NULL,1,1,1,,41,Charles Malek; Joseph Hajjar,SBG,Saudi Arabia,Saudi Arabia,39,0
10811,100,NULL,NULL,0,NULL,NULL,NULL,1,1,1,,41,Charles Malek; Joseph Hajjar,SBG,Saudi Arabia,Saudi Arabia,39,0
10811,30,NULL,NULL,0,NULL,NULL,NULL,1,1,1,,41,Charles Malek; Joseph Hajjar,SBG,Saudi Arabia,Saudi Arabia,39,0
10811,40,NULL,NULL,0,NULL,NULL,NULL,1,1,1,,41,Charles Malek; Joseph Hajjar,SBG,Saudi Arabia,Saudi Arabia,39,0
10811,50,NULL,NULL,0,NULL,NULL,NULL,1,1,1,,41,Charles Malek; Joseph Hajjar,SBG,Saudi Arabia,Saudi Arabia,39,0
10811,60,NULL,NULL,0,NULL,NULL,NULL,1,1,1,,41,Charles Malek; Joseph Hajjar,SBG,Saudi Arabia,Saudi Arabia,39,0
10811,70,NULL,NULL,0,NULL,NULL,NULL,1,1,1,,41,Charles Malek; Joseph Hajjar,SBG,Saudi Arabia,Saudi Arabia,39,0
10811,80,NULL,NULL,0,NULL,NULL,NULL,1,1,1,,41,Charles Malek; Joseph Hajjar,SBG,Saudi Arabia,Saudi Arabia,39,0
10811,10,NULL,NULL,0,NULL,NULL,NULL,1,1,1,,41,Charles Malek; Joseph Hajjar,SBG,Saudi Arabia,Saudi Arabia,39,0
10811,20,NULL,NULL,0,NULL,NULL,NULL,1,1,1,,41,Charles Malek; Joseph Hajjar,SBG,Saudi Arabia,Saudi Arabia,39,0
10812,90,191570,NULL,0,NULL,NULL,NULL,1,1,1,Makkah,41,Burhan Sleiman; Maroun El-Khoury,SBG,Saudi Arabia,Saudi Arabia,38,0
10812,100,194107.5,NULL,0,NULL,NULL,NULL,1,1,1,Makkah,41,Burhan Sleiman; Maroun El-Khoury,SBG,Saudi Arabia,Saudi Arabia,38,0
10812,30,63265.75,NULL,0,NULL,NULL,NULL,1,1,1,Makkah,41,Burhan Sleiman; Maroun El-Khoury,SBG,Saudi Arabia,Saudi Arabia,38,0
10812,40,125773.9,NULL,0,NULL,NULL,NULL,1,1,1,Makkah,41,Burhan Sleiman; Maroun El-Khoury,SBG,Saudi Arabia,Saudi Arabia,38,0
10812,50,144944.25,NULL,0,NULL,NULL,NULL,1,1,1,Makkah,41,Burhan Sleiman; Maroun El-Khoury,SBG,Saudi Arabia,Saudi Arabia,38,0
10812,60,157239.3,NULL,0,NULL,NULL,NULL,1,1,1,Makkah,41,Burhan Sleiman; Maroun El-Khoury,SBG,Saudi Arabia,Saudi Arabia,38,0
10812,70,177231.55,NULL,0,NULL,NULL,NULL,1,1,1,Makkah,41,Burhan Sleiman; Maroun El-Khoury,SBG,Saudi Arabia,Saudi Arabia,38,0
10812,80,184309.5,NULL,0,NULL,NULL,NULL,1,1,1,Makkah,41,Burhan Sleiman; Maroun El-Khoury,SBG,Saudi Arabia,Saudi Arabia,38,0
10812,10,9433.9,NULL,0,NULL,NULL,NULL,1,1,1,Makkah,41,Burhan Sleiman; Maroun El-Khoury,SBG,Saudi Arabia,Saudi Arabia,38,0
10812,20,21669.25,NULL,0,NULL,NULL,NULL,1,1,1,Makkah,41,Burhan Sleiman; Maroun El-Khoury,SBG,Saudi Arabia,Saudi Arabia,38,0
10827,10,21677.55,NULL,0,NULL,NULL,NULL,1,2,1,,59,Bashar Rihani,GROUPEMENT COJAAL,Algeria,Algeria,38,0
10827,20,39108.15,NULL,0,NULL,NULL,NULL,1,2,1,,59,Bashar Rihani,GROUPEMENT COJAAL,Algeria,Algeria,38,0
10827,30,49365,NULL,0,NULL,NULL,NULL,1,2,1,,59,Bashar Rihani,GROUPEMENT COJAAL,Algeria,Algeria,38,0
10827,40,49365,NULL,0,NULL,NULL,NULL,1,2,1,,59,Bashar Rihani,GROUPEMENT COJAAL,Algeria,Algeria,38,0
10827,50,49369.25,NULL,0,NULL,NULL,NULL,1,2,1,,59,Bashar Rihani,GROUPEMENT COJAAL,Algeria,Algeria,38,0
10827,60,49378.5,NULL,0,NULL,NULL,NULL,1,2,1,,59,Bashar Rihani,GROUPEMENT COJAAL,Algeria,Algeria,38,0
10827,70,49388,NULL,0,NULL,NULL,NULL,1,2,1,,59,Bashar Rihani,GROUPEMENT COJAAL,Algeria,Algeria,38,0
10827,80,49400,NULL,0,NULL,NULL,NULL,1,2,1,,59,Bashar Rihani,GROUPEMENT COJAAL,Algeria,Algeria,38,0
10827,90,49420,NULL,0,NULL,NULL,NULL,1,2,1,,59,Bashar Rihani,GROUPEMENT COJAAL,Algeria,Algeria,38,0
10827,100,49443.5,NULL,0,NULL,NULL,NULL,1,2,1,,59,Bashar Rihani,GROUPEMENT COJAAL,Algeria,Algeria,38,0
10828,10,NULL,NULL,0,NULL,NULL,NULL,4,2,1,NA,59,Bashar Rihani,GROUPEMENT COJAAL,Algeria,Algeria,NULL,0
10828,20,NULL,NULL,0,NULL,NULL,NULL,4,2,1,NA,59,Bashar Rihani,GROUPEMENT COJAAL,Algeria,Algeria,NULL,0
10828,30,NULL,NULL,0,NULL,NULL,NULL,4,2,1,NA,59,Bashar Rihani,GROUPEMENT COJAAL,Algeria,Algeria,NULL,0
10828,40,NULL,NULL,0,NULL,NULL,NULL,4,2,1,NA,59,Bashar Rihani,GROUPEMENT COJAAL,Algeria,Algeria,NULL,0
10828,50,NULL,NULL,0,NULL,NULL,NULL,4,2,1,NA,59,Bashar Rihani,GROUPEMENT COJAAL,Algeria,Algeria,NULL,0
10828,60,NULL,NULL,0,NULL,NULL,NULL,4,2,1,NA,59,Bashar Rihani,GROUPEMENT COJAAL,Algeria,Algeria,NULL,0
10828,70,NULL,NULL,0,NULL,NULL,NULL,4,2,1,NA,59,Bashar Rihani,GROUPEMENT COJAAL,Algeria,Algeria,NULL,0
10828,80,NULL,NULL,0,NULL,NULL,NULL,4,2,1,NA,59,Bashar Rihani,GROUPEMENT COJAAL,Algeria,Algeria,NULL,0
10828,90,NULL,NULL,0,NULL,NULL,NULL,4,2,1,NA,59,Bashar Rihani,GROUPEMENT COJAAL,Algeria,Algeria,NULL,0
10828,100,NULL,NULL,0,NULL,NULL,NULL,4,2,1,NA,59,Bashar Rihani,GROUPEMENT COJAAL,Algeria,Algeria,NULL,0
10834,10,NULL,NULL,0,NULL,NULL,NULL,1,0,1,NA,71,Ramzi Klink,Gabinete de Obras Especiais (G.O.E.),Angola,Angola,NULL,0
10834,20,NULL,NULL,0,NULL,NULL,NULL,1,0,1,NA,71,Ramzi Klink,Gabinete de Obras Especiais (G.O.E.),Angola,Angola,NULL,0
10834,30,NULL,NULL,0,NULL,NULL,NULL,1,0,1,NA,71,Ramzi Klink,Gabinete de Obras Especiais (G.O.E.),Angola,Angola,NULL,0
10834,40,NULL,NULL,0,NULL,NULL,NULL,1,0,1,NA,71,Ramzi Klink,Gabinete de Obras Especiais (G.O.E.),Angola,Angola,NULL,0
10834,50,NULL,NULL,0,NULL,NULL,NULL,1,0,1,NA,71,Ramzi Klink,Gabinete de Obras Especiais (G.O.E.),Angola,Angola,NULL,0
10834,60,NULL,NULL,0,NULL,NULL,NULL,1,0,1,NA,71,Ramzi Klink,Gabinete de Obras Especiais (G.O.E.),Angola,Angola,NULL,0
10834,70,NULL,NULL,0,NULL,NULL,NULL,1,0,1,NA,71,Ramzi Klink,Gabinete de Obras Especiais (G.O.E.),Angola,Angola,NULL,0
10834,80,NULL,NULL,0,NULL,NULL,NULL,1,0,1,NA,71,Ramzi Klink,Gabinete de Obras Especiais (G.O.E.),Angola,Angola,NULL,0
10834,90,NULL,NULL,0,NULL,NULL,NULL,1,0,1,NA,71,Ramzi Klink,Gabinete de Obras Especiais (G.O.E.),Angola,Angola,NULL,0
10834,100,NULL,NULL,0,NULL,NULL,NULL,1,0,1,NA,71,Ramzi Klink,Gabinete de Obras Especiais (G.O.E.),Angola,Angola,NULL,0
10835,90,NULL,NULL,0,NULL,NULL,NULL,3,0,1,NA,71,Ramzi Klink,Gabinete de Obras Especiais (G.O.E.),Angola,Angola,NULL,0
10835,100,NULL,NULL,0,NULL,NULL,NULL,3,0,1,NA,71,Ramzi Klink,Gabinete de Obras Especiais (G.O.E.),Angola,Angola,NULL,0
10835,30,NULL,NULL,0,NULL,NULL,NULL,3,0,1,NA,71,Ramzi Klink,Gabinete de Obras Especiais (G.O.E.),Angola,Angola,NULL,0
10835,40,NULL,NULL,0,NULL,NULL,NULL,3,0,1,NA,71,Ramzi Klink,Gabinete de Obras Especiais (G.O.E.),Angola,Angola,NULL,0
10835,50,NULL,NULL,0,NULL,NULL,NULL,3,0,1,NA,71,Ramzi Klink,Gabinete de Obras Especiais (G.O.E.),Angola,Angola,NULL,0
10835,60,NULL,NULL,0,NULL,NULL,NULL,3,0,1,NA,71,Ramzi Klink,Gabinete de Obras Especiais (G.O.E.),Angola,Angola,NULL,0
10835,70,NULL,NULL,0,NULL,NULL,NULL,3,0,1,NA,71,Ramzi Klink,Gabinete de Obras Especiais (G.O.E.),Angola,Angola,NULL,0
10835,80,NULL,NULL,0,NULL,NULL,NULL,3,0,1,NA,71,Ramzi Klink,Gabinete de Obras Especiais (G.O.E.),Angola,Angola,NULL,0
10835,10,NULL,NULL,0,NULL,NULL,NULL,3,0,1,NA,71,Ramzi Klink,Gabinete de Obras Especiais (G.O.E.),Angola,Angola,NULL,0
10835,20,NULL,NULL,0,NULL,NULL,NULL,3,0,1,NA,71,Ramzi Klink,Gabinete de Obras Especiais (G.O.E.),Angola,Angola,NULL,0
10841,10,8383.48,NULL,0,NULL,NULL,NULL,1,3,1,LUANDA,71,Fouad El-Khoury,"Ministério da Construção (MINCONS), Direcção Nacional de Infra-estruturas Públicas",Angola,Angola,38,0
10841,20,13388.75,NULL,0,NULL,NULL,NULL,1,3,1,LUANDA,71,Fouad El-Khoury,"Ministério da Construção (MINCONS), Direcção Nacional de Infra-estruturas Públicas",Angola,Angola,38,0
10841,30,18377.58,NULL,0,NULL,NULL,NULL,1,3,1,LUANDA,71,Fouad El-Khoury,"Ministério da Construção (MINCONS), Direcção Nacional de Infra-estruturas Públicas",Angola,Angola,38,0
10841,40,20617,NULL,0,NULL,NULL,NULL,1,3,1,LUANDA,71,Fouad El-Khoury,"Ministério da Construção (MINCONS), Direcção Nacional de Infra-estruturas Públicas",Angola,Angola,38,0
10841,50,29279.5,NULL,0,NULL,NULL,NULL,1,3,1,LUANDA,71,Fouad El-Khoury,"Ministério da Construção (MINCONS), Direcção Nacional de Infra-estruturas Públicas",Angola,Angola,38,0
10841,60,31148.5,NULL,0,NULL,NULL,NULL,1,3,1,LUANDA,71,Fouad El-Khoury,"Ministério da Construção (MINCONS), Direcção Nacional de Infra-estruturas Públicas",Angola,Angola,38,0
10841,70,35561,NULL,0,NULL,NULL,NULL,1,3,1,LUANDA,71,Fouad El-Khoury,"Ministério da Construção (MINCONS), Direcção Nacional de Infra-estruturas Públicas",Angola,Angola,38,0
10841,80,35642.5,NULL,0,NULL,NULL,NULL,1,3,1,LUANDA,71,Fouad El-Khoury,"Ministério da Construção (MINCONS), Direcção Nacional de Infra-estruturas Públicas",Angola,Angola,38,0
10841,90,36278.25,NULL,0,NULL,NULL,NULL,1,3,1,LUANDA,71,Fouad El-Khoury,"Ministério da Construção (MINCONS), Direcção Nacional de Infra-estruturas Públicas",Angola,Angola,38,0
10841,100,36338.5,NULL,0,NULL,NULL,NULL,1,3,1,LUANDA,71,Fouad El-Khoury,"Ministério da Construção (MINCONS), Direcção Nacional de Infra-estruturas Públicas",Angola,Angola,38,0
10842,10,359.5,NULL,0,NULL,NULL,NULL,1,2,1,Amman,44,Bashar Rihani,Ministry of Transport,Dar Jordan (Operations),Jordan,NULL,0
10842,20,762.25,NULL,0,NULL,NULL,NULL,1,2,1,Amman,44,Bashar Rihani,Ministry of Transport,Dar Jordan (Operations),Jordan,NULL,0
10842,30,1109.75,NULL,0,NULL,NULL,NULL,1,2,1,Amman,44,Bashar Rihani,Ministry of Transport,Dar Jordan (Operations),Jordan,NULL,0
10842,40,1267.25,NULL,0,NULL,NULL,NULL,1,2,1,Amman,44,Bashar Rihani,Ministry of Transport,Dar Jordan (Operations),Jordan,NULL,0
10842,50,1326.5,NULL,0,NULL,NULL,NULL,1,2,1,Amman,44,Bashar Rihani,Ministry of Transport,Dar Jordan (Operations),Jordan,NULL,0
10842,60,1336.5,NULL,0,NULL,NULL,NULL,1,2,1,Amman,44,Bashar Rihani,Ministry of Transport,Dar Jordan (Operations),Jordan,NULL,0
10842,70,1338.5,NULL,0,NULL,NULL,NULL,1,2,1,Amman,44,Bashar Rihani,Ministry of Transport,Dar Jordan (Operations),Jordan,NULL,0
10842,80,1338.5,NULL,0,NULL,NULL,NULL,1,2,1,Amman,44,Bashar Rihani,Ministry of Transport,Dar Jordan (Operations),Jordan,NULL,0
10842,90,1338.5,NULL,0,NULL,NULL,NULL,1,2,1,Amman,44,Bashar Rihani,Ministry of Transport,Dar Jordan (Operations),Jordan,NULL,0
10842,100,1361,NULL,0,NULL,NULL,NULL,1,2,1,Amman,44,Bashar Rihani,Ministry of Transport,Dar Jordan (Operations),Jordan,NULL,0
10843,10,90.5,NULL,0,NULL,NULL,NULL,1,5,1,Aqaba,44,Issam Ghalayini,KEMAPCO Arab Fertilizers & Chemicals Industries Ltd.,Dar Jordan (Operations),Jordan,38,0
10843,20,161.45,NULL,0,NULL,NULL,NULL,1,5,1,Aqaba,44,Issam Ghalayini,KEMAPCO Arab Fertilizers & Chemicals Industries Ltd.,Dar Jordan (Operations),Jordan,38,0
10843,30,512.43,NULL,0,NULL,NULL,NULL,1,5,1,Aqaba,44,Issam Ghalayini,KEMAPCO Arab Fertilizers & Chemicals Industries Ltd.,Dar Jordan (Operations),Jordan,38,0
10843,40,585.2,NULL,0,NULL,NULL,NULL,1,5,1,Aqaba,44,Issam Ghalayini,KEMAPCO Arab Fertilizers & Chemicals Industries Ltd.,Dar Jordan (Operations),Jordan,38,0
10843,50,620,NULL,0,NULL,NULL,NULL,1,5,1,Aqaba,44,Issam Ghalayini,KEMAPCO Arab Fertilizers & Chemicals Industries Ltd.,Dar Jordan (Operations),Jordan,38,0
10843,60,629.5,NULL,0,NULL,NULL,NULL,1,5,1,Aqaba,44,Issam Ghalayini,KEMAPCO Arab Fertilizers & Chemicals Industries Ltd.,Dar Jordan (Operations),Jordan,38,0
10843,70,635.4,NULL,0,NULL,NULL,NULL,1,5,1,Aqaba,44,Issam Ghalayini,KEMAPCO Arab Fertilizers & Chemicals Industries Ltd.,Dar Jordan (Operations),Jordan,38,0
10843,80,857.05,NULL,0,NULL,NULL,NULL,1,5,1,Aqaba,44,Issam Ghalayini,KEMAPCO Arab Fertilizers & Chemicals Industries Ltd.,Dar Jordan (Operations),Jordan,38,0
10843,90,1018.23,NULL,0,NULL,NULL,NULL,1,5,1,Aqaba,44,Issam Ghalayini,KEMAPCO Arab Fertilizers & Chemicals Industries Ltd.,Dar Jordan (Operations),Jordan,38,0
10843,100,1061.25,NULL,0,NULL,NULL,NULL,1,5,1,Aqaba,44,Issam Ghalayini,KEMAPCO Arab Fertilizers & Chemicals Industries Ltd.,Dar Jordan (Operations),Jordan,38,0
10846,10,574.75,NULL,0,NULL,NULL,NULL,5,1,1,Sana’a,48,Joseph Hajjar,Ministry of Defense,Yemen,Yemen,38,0
10846,20,912,NULL,0,NULL,NULL,NULL,5,1,1,Sana’a,48,Joseph Hajjar,Ministry of Defense,Yemen,Yemen,38,0
10846,30,980.25,NULL,0,NULL,NULL,NULL,5,1,1,Sana’a,48,Joseph Hajjar,Ministry of Defense,Yemen,Yemen,38,0
10846,40,1000.25,NULL,0,NULL,NULL,NULL,5,1,1,Sana’a,48,Joseph Hajjar,Ministry of Defense,Yemen,Yemen,38,0
10846,50,1024,NULL,0,NULL,NULL,NULL,5,1,1,Sana’a,48,Joseph Hajjar,Ministry of Defense,Yemen,Yemen,38,0
10846,60,1061.5,NULL,0,NULL,NULL,NULL,5,1,1,Sana’a,48,Joseph Hajjar,Ministry of Defense,Yemen,Yemen,38,0
10846,70,1092.75,NULL,0,NULL,NULL,NULL,5,1,1,Sana’a,48,Joseph Hajjar,Ministry of Defense,Yemen,Yemen,38,0
10846,80,1150.25,NULL,0,NULL,NULL,NULL,5,1,1,Sana’a,48,Joseph Hajjar,Ministry of Defense,Yemen,Yemen,38,0
10846,90,1297.5,NULL,0,NULL,NULL,NULL,5,1,1,Sana’a,48,Joseph Hajjar,Ministry of Defense,Yemen,Yemen,38,0
10846,100,2289,NULL,0,NULL,NULL,NULL,5,1,1,Sana’a,48,Joseph Hajjar,Ministry of Defense,Yemen,Yemen,38,0
10858,10,5922.75,NULL,0,NULL,NULL,NULL,1,3,1,Luanda,71,Fouad El-Khoury,EPAL – E.P. / Empresa Pública de Águas de Luanda (Luanda Public Water Company),Angola,Angola,38,0
10858,20,13102.75,NULL,0,NULL,NULL,NULL,1,3,1,Luanda,71,Fouad El-Khoury,EPAL – E.P. / Empresa Pública de Águas de Luanda (Luanda Public Water Company),Angola,Angola,38,0
10858,30,13381.88,NULL,0,NULL,NULL,NULL,1,3,1,Luanda,71,Fouad El-Khoury,EPAL – E.P. / Empresa Pública de Águas de Luanda (Luanda Public Water Company),Angola,Angola,38,0
10858,40,13482.5,NULL,0,NULL,NULL,NULL,1,3,1,Luanda,71,Fouad El-Khoury,EPAL – E.P. / Empresa Pública de Águas de Luanda (Luanda Public Water Company),Angola,Angola,38,0
10858,50,13559.5,NULL,0,NULL,NULL,NULL,1,3,1,Luanda,71,Fouad El-Khoury,EPAL – E.P. / Empresa Pública de Águas de Luanda (Luanda Public Water Company),Angola,Angola,38,0
10858,60,13989.9,NULL,0,NULL,NULL,NULL,1,3,1,Luanda,71,Fouad El-Khoury,EPAL – E.P. / Empresa Pública de Águas de Luanda (Luanda Public Water Company),Angola,Angola,38,0
10858,70,15346.6,NULL,0,NULL,NULL,NULL,1,3,1,Luanda,71,Fouad El-Khoury,EPAL – E.P. / Empresa Pública de Águas de Luanda (Luanda Public Water Company),Angola,Angola,38,0
10858,80,15386.25,NULL,0,NULL,NULL,NULL,1,3,1,Luanda,71,Fouad El-Khoury,EPAL – E.P. / Empresa Pública de Águas de Luanda (Luanda Public Water Company),Angola,Angola,38,0
10858,90,15426.5,NULL,0,NULL,NULL,NULL,1,3,1,Luanda,71,Fouad El-Khoury,EPAL – E.P. / Empresa Pública de Águas de Luanda (Luanda Public Water Company),Angola,Angola,38,0
10858,100,15427.5,NULL,0,NULL,NULL,NULL,1,3,1,Luanda,71,Fouad El-Khoury,EPAL – E.P. / Empresa Pública de Águas de Luanda (Luanda Public Water Company),Angola,Angola,38,0
10859,10,36.5,NULL,0,NULL,NULL,NULL,1,3,1,Cairo,63,Burhan Sleiman; Hazem Gohar,SIX OCTOBER FOR DEVELOPMENT AND INVESTMENT COMPANY (SODIC),Egypt,Egypt,39,0
10859,20,174.05,NULL,0,NULL,NULL,NULL,1,3,1,Cairo,63,Burhan Sleiman; Hazem Gohar,SIX OCTOBER FOR DEVELOPMENT AND INVESTMENT COMPANY (SODIC),Egypt,Egypt,39,0
10859,30,1758.65,NULL,0,NULL,NULL,NULL,1,3,1,Cairo,63,Burhan Sleiman; Hazem Gohar,SIX OCTOBER FOR DEVELOPMENT AND INVESTMENT COMPANY (SODIC),Egypt,Egypt,39,0
10859,40,3507.75,NULL,0,NULL,NULL,NULL,1,3,1,Cairo,63,Burhan Sleiman; Hazem Gohar,SIX OCTOBER FOR DEVELOPMENT AND INVESTMENT COMPANY (SODIC),Egypt,Egypt,39,0
10859,50,3647.5,NULL,0,NULL,NULL,NULL,1,3,1,Cairo,63,Burhan Sleiman; Hazem Gohar,SIX OCTOBER FOR DEVELOPMENT AND INVESTMENT COMPANY (SODIC),Egypt,Egypt,39,0
10859,60,3881.75,NULL,0,NULL,NULL,NULL,1,3,1,Cairo,63,Burhan Sleiman; Hazem Gohar,SIX OCTOBER FOR DEVELOPMENT AND INVESTMENT COMPANY (SODIC),Egypt,Egypt,39,0
10859,70,4089.5,NULL,0,NULL,NULL,NULL,1,3,1,Cairo,63,Burhan Sleiman; Hazem Gohar,SIX OCTOBER FOR DEVELOPMENT AND INVESTMENT COMPANY (SODIC),Egypt,Egypt,39,0
10859,80,4089.5,NULL,0,NULL,NULL,NULL,1,3,1,Cairo,63,Burhan Sleiman; Hazem Gohar,SIX OCTOBER FOR DEVELOPMENT AND INVESTMENT COMPANY (SODIC),Egypt,Egypt,39,0
10859,90,4089.5,NULL,0,NULL,NULL,NULL,1,3,1,Cairo,63,Burhan Sleiman; Hazem Gohar,SIX OCTOBER FOR DEVELOPMENT AND INVESTMENT COMPANY (SODIC),Egypt,Egypt,39,0
10859,100,4092.5,NULL,0,NULL,NULL,NULL,1,3,1,Cairo,63,Burhan Sleiman; Hazem Gohar,SIX OCTOBER FOR DEVELOPMENT AND INVESTMENT COMPANY (SODIC),Egypt,Egypt,39,0
10860,50,9428.5,NULL,0,NULL,NULL,NULL,1,3,1,Sheikh Zayed District,63,Burhan Sleiman; Hazem Gohar,SIX OCTOBER FOR DEVELOPMENT AND INVESTMENT COMPANY (SODIC),Egypt,Egypt,39,0
10860,60,10390,NULL,0,NULL,NULL,NULL,1,3,1,Sheikh Zayed District,63,Burhan Sleiman; Hazem Gohar,SIX OCTOBER FOR DEVELOPMENT AND INVESTMENT COMPANY (SODIC),Egypt,Egypt,39,0
10860,70,10600.25,NULL,0,NULL,NULL,NULL,1,3,1,Sheikh Zayed District,63,Burhan Sleiman; Hazem Gohar,SIX OCTOBER FOR DEVELOPMENT AND INVESTMENT COMPANY (SODIC),Egypt,Egypt,39,0
10860,80,10600.25,NULL,0,NULL,NULL,NULL,1,3,1,Sheikh Zayed District,63,Burhan Sleiman; Hazem Gohar,SIX OCTOBER FOR DEVELOPMENT AND INVESTMENT COMPANY (SODIC),Egypt,Egypt,39,0
10860,90,10631,NULL,0,NULL,NULL,NULL,1,3,1,Sheikh Zayed District,63,Burhan Sleiman; Hazem Gohar,SIX OCTOBER FOR DEVELOPMENT AND INVESTMENT COMPANY (SODIC),Egypt,Egypt,39,0
10860,100,10770,NULL,0,NULL,NULL,NULL,1,3,1,Sheikh Zayed District,63,Burhan Sleiman; Hazem Gohar,SIX OCTOBER FOR DEVELOPMENT AND INVESTMENT COMPANY (SODIC),Egypt,Egypt,39,0
10860,10,1260,NULL,0,NULL,NULL,NULL,1,3,1,Sheikh Zayed District,63,Burhan Sleiman; Hazem Gohar,SIX OCTOBER FOR DEVELOPMENT AND INVESTMENT COMPANY (SODIC),Egypt,Egypt,39,0
10860,20,2456.75,NULL,0,NULL,NULL,NULL,1,3,1,Sheikh Zayed District,63,Burhan Sleiman; Hazem Gohar,SIX OCTOBER FOR DEVELOPMENT AND INVESTMENT COMPANY (SODIC),Egypt,Egypt,39,0
10860,30,4857.88,NULL,0,NULL,NULL,NULL,1,3,1,Sheikh Zayed District,63,Burhan Sleiman; Hazem Gohar,SIX OCTOBER FOR DEVELOPMENT AND INVESTMENT COMPANY (SODIC),Egypt,Egypt,39,0
10860,40,8243,NULL,0,NULL,NULL,NULL,1,3,1,Sheikh Zayed District,63,Burhan Sleiman; Hazem Gohar,SIX OCTOBER FOR DEVELOPMENT AND INVESTMENT COMPANY (SODIC),Egypt,Egypt,39,0
10869,10,13.75,NULL,0,NULL,NULL,NULL,1,1,1,LUANDA,71,Joseph Hajjar,DAR AL-HANDASAH CONSULTANTS (SHAIR AND PARTNERS),Angola,Angola,38,0
10869,20,112,NULL,0,NULL,NULL,NULL,1,1,1,LUANDA,71,Joseph Hajjar,DAR AL-HANDASAH CONSULTANTS (SHAIR AND PARTNERS),Angola,Angola,38,0
10869,30,340.75,NULL,0,NULL,NULL,NULL,1,1,1,LUANDA,71,Joseph Hajjar,DAR AL-HANDASAH CONSULTANTS (SHAIR AND PARTNERS),Angola,Angola,38,0
10869,40,556.15,NULL,0,NULL,NULL,NULL,1,1,1,LUANDA,71,Joseph Hajjar,DAR AL-HANDASAH CONSULTANTS (SHAIR AND PARTNERS),Angola,Angola,38,0
10869,50,861,NULL,0,NULL,NULL,NULL,1,1,1,LUANDA,71,Joseph Hajjar,DAR AL-HANDASAH CONSULTANTS (SHAIR AND PARTNERS),Angola,Angola,38,0
10869,60,1082.5,NULL,0,NULL,NULL,NULL,1,1,1,LUANDA,71,Joseph Hajjar,DAR AL-HANDASAH CONSULTANTS (SHAIR AND PARTNERS),Angola,Angola,38,0
10869,70,1261.2,NULL,0,NULL,NULL,NULL,1,1,1,LUANDA,71,Joseph Hajjar,DAR AL-HANDASAH CONSULTANTS (SHAIR AND PARTNERS),Angola,Angola,38,0
10869,80,1558.75,NULL,0,NULL,NULL,NULL,1,1,1,LUANDA,71,Joseph Hajjar,DAR AL-HANDASAH CONSULTANTS (SHAIR AND PARTNERS),Angola,Angola,38,0
10869,90,1830.3,NULL,0,NULL,NULL,NULL,1,1,1,LUANDA,71,Joseph Hajjar,DAR AL-HANDASAH CONSULTANTS (SHAIR AND PARTNERS),Angola,Angola,38,0
10869,100,1877.5,NULL,0,NULL,NULL,NULL,1,1,1,LUANDA,71,Joseph Hajjar,DAR AL-HANDASAH CONSULTANTS (SHAIR AND PARTNERS),Angola,Angola,38,0
10875,10,7559.35,220456.75,0.34,NULL,NULL,2009,2,1,1,NA,41,Danny Aoun,MINISTRY OF TRANSPORT,Saudi Arabia,Saudi Arabia,38,3.43
10875,20,35816.5,220456.75,0.81,NULL,NULL,2009,2,1,1,NA,41,Danny Aoun,MINISTRY OF TRANSPORT,Saudi Arabia,Saudi Arabia,38,16.25
10875,30,71124.95,220456.75,1.08,NULL,NULL,2009,2,1,1,NA,41,Danny Aoun,MINISTRY OF TRANSPORT,Saudi Arabia,Saudi Arabia,38,32.26
10875,40,106088.2,220456.75,1.2,NULL,NULL,2009,2,1,1,NA,41,Danny Aoun,MINISTRY OF TRANSPORT,Saudi Arabia,Saudi Arabia,38,48.12
10875,50,139001,220456.75,1.26,NULL,NULL,2009,2,1,1,NA,41,Danny Aoun,MINISTRY OF TRANSPORT,Saudi Arabia,Saudi Arabia,38,63.05
10875,60,165358.05,220456.75,1.25,NULL,NULL,2009,2,1,1,NA,41,Danny Aoun,MINISTRY OF TRANSPORT,Saudi Arabia,Saudi Arabia,38,75.01
10875,70,190708.95,220456.75,1.24,NULL,NULL,2009,2,1,1,NA,41,Danny Aoun,MINISTRY OF TRANSPORT,Saudi Arabia,Saudi Arabia,38,86.51
10875,80,209028.3,220456.75,1.19,NULL,NULL,2009,2,1,1,NA,41,Danny Aoun,MINISTRY OF TRANSPORT,Saudi Arabia,Saudi Arabia,38,94.82
